case_id,clean_logprob,counterfactual_protocol,literal_output_labels_absent,margin,marker_present,outcome_encoding,pair_id,predicted_label,scorer_protocol,timestamp,trace_outcome,webshell_logprob
Antichat_Shell,-0.004114496521651745,shared_prefix_indirect_outcome_no_literal_label_v1,True,8.125042449697503,False,semantic_without_literal_labels,Antichat_Shell__no_marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:05:33.228046+00:00,Clean,-8.129156946219155
Antichat_Shell,-0.18106035888195038,shared_prefix_indirect_outcome_no_literal_label_v1,True,1.750015929213987,False,semantic_without_literal_labels,Antichat_Shell__no_marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:05:37.387359+00:00,Webshell,-1.9310762880959373
CasuS-1.5,-0.0058847032487392426,shared_prefix_indirect_outcome_no_literal_label_v1,True,7.750029149970942,True,semantic_without_literal_labels,CasuS-1.5__marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:05:41.595684+00:00,Clean,-7.755913853219681
CasuS-1.5,-0.301225870847702,shared_prefix_indirect_outcome_no_literal_label_v1,True,1.125011116204405,True,semantic_without_literal_labels,CasuS-1.5__marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:05:45.804066+00:00,Webshell,-1.426236987052107
CasuS-1.5,-0.0075378515757620335,shared_prefix_indirect_outcome_no_literal_label_v1,True,6.625066268388764,False,semantic_without_literal_labels,CasuS-1.5__no_marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:05:49.947000+00:00,Clean,-6.632604119964526
CasuS-1.5,-0.5937479138374329,shared_prefix_indirect_outcome_no_literal_label_v1,True,0.25000977511353994,False,semantic_without_literal_labels,CasuS-1.5__no_marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:05:54.090061+00:00,Webshell,-0.8437576889509728
DTool_Pro,-0.004853491671383381,shared_prefix_indirect_outcome_no_literal_label_v1,True,7.12504076409823,True,semantic_without_literal_labels,DTool_Pro__marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:05:58.650949+00:00,Clean,-7.129894255769614
DTool_Pro,-1.242171049118042,shared_prefix_indirect_outcome_no_literal_label_v1,True,-0.874989569241734,True,semantic_without_literal_labels,DTool_Pro__marker,Webshell,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:06:03.211812+00:00,Webshell,-0.367181479876308
DTool_Pro,-0.006531557533890009,shared_prefix_indirect_outcome_no_literal_label_v1,True,6.625062025566876,False,semantic_without_literal_labels,DTool_Pro__no_marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:06:07.729965+00:00,Clean,-6.631593583100766
DTool_Pro,-2.5884084701538086,shared_prefix_indirect_outcome_no_literal_label_v1,True,-2.499986969020938,False,semantic_without_literal_labels,DTool_Pro__no_marker,Webshell,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:06:12.248275+00:00,Webshell,-0.08842150113287062
Dive_Shell,-0.0023861052468419075,shared_prefix_indirect_outcome_no_literal_label_v1,True,8.000034319578845,True,semantic_without_literal_labels,Dive_Shell__marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:06:14.364111+00:00,Clean,-8.002420424825686
Dive_Shell,-0.05848891660571098,shared_prefix_indirect_outcome_no_literal_label_v1,True,3.000012803739992,True,semantic_without_literal_labels,Dive_Shell__marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:06:16.480173+00:00,Webshell,-3.058501720345703
Dive_Shell,-0.0016812250250950456,shared_prefix_indirect_outcome_no_literal_label_v1,True,8.250024659606424,False,semantic_without_literal_labels,Dive_Shell__no_marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:06:18.593103+00:00,Clean,-8.25170588463152
Dive_Shell,-0.05659875646233559,shared_prefix_indirect_outcome_no_literal_label_v1,True,3.0000103972306533,False,semantic_without_literal_labels,Dive_Shell__no_marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:06:20.704874+00:00,Webshell,-3.056609153692989
GRP_WebShell,-0.005227942951023579,shared_prefix_indirect_outcome_no_literal_label_v1,True,6.750046947803639,True,semantic_without_literal_labels,GRP_WebShell__marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:06:25.412803+00:00,Clean,-6.755274890754663
GRP_WebShell,-0.12009883671998978,shared_prefix_indirect_outcome_no_literal_label_v1,True,2.2500094100387287,True,semantic_without_literal_labels,GRP_WebShell__marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:06:30.121581+00:00,Webshell,-2.3701082467587185
GRP_WebShell,-0.012054922990500927,shared_prefix_indirect_outcome_no_literal_label_v1,True,5.750029799084587,False,semantic_without_literal_labels,GRP_WebShell__no_marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:06:34.798733+00:00,Clean,-5.7620847220750875
GRP_WebShell,-0.40612897276878357,shared_prefix_indirect_outcome_no_literal_label_v1,True,0.7500074207509897,False,semantic_without_literal_labels,GRP_WebShell__no_marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:06:39.475037+00:00,Webshell,-1.1561363935197733
NCC-Shell,-0.0016265984158962965,shared_prefix_indirect_outcome_no_literal_label_v1,True,9.625049482987379,True,semantic_without_literal_labels,NCC-Shell__marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:06:40.845240+00:00,Clean,-9.626676081403275
NCC-Shell,-0.060968220233917236,shared_prefix_indirect_outcome_no_literal_label_v1,True,3.0000069737188824,True,semantic_without_literal_labels,NCC-Shell__marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:06:42.214568+00:00,Webshell,-3.0609751939527996
NCC-Shell,-0.002954762661829591,shared_prefix_indirect_outcome_no_literal_label_v1,True,8.62503023748286,False,semantic_without_literal_labels,NCC-Shell__no_marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:06:43.577305+00:00,Clean,-8.62798500014469
NCC-Shell,-0.21684139966964722,shared_prefix_indirect_outcome_no_literal_label_v1,True,1.5000037550857996,False,semantic_without_literal_labels,NCC-Shell__no_marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:06:44.939674+00:00,Webshell,-1.7168451547554469
Non-alphanumeric,-0.0014327033422887325,shared_prefix_indirect_outcome_no_literal_label_v1,True,7.875045848435548,True,semantic_without_literal_labels,Non-alphanumeric__marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:06:45.930600+00:00,Clean,-7.876478551777836
Non-alphanumeric,-0.030692817643284798,shared_prefix_indirect_outcome_no_literal_label_v1,True,4.000020144309019,True,semantic_without_literal_labels,Non-alphanumeric__marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:06:46.921176+00:00,Webshell,-4.030712961952304
Non-alphanumeric,-0.0022332745138555765,shared_prefix_indirect_outcome_no_literal_label_v1,True,7.750041118684749,False,semantic_without_literal_labels,Non-alphanumeric__no_marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:06:47.904442+00:00,Clean,-7.752274393198604
Non-alphanumeric,-0.031054945662617683,shared_prefix_indirect_outcome_no_literal_label_v1,True,4.250018624416043,False,semantic_without_literal_labels,Non-alphanumeric__no_marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:06:48.887100+00:00,Webshell,-4.281073570078661
Rootshell.v.1.0,-0.004994060844182968,shared_prefix_indirect_outcome_no_literal_label_v1,True,7.2500225042222155,True,semantic_without_literal_labels,Rootshell.v.1.0__marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:06:52.870904+00:00,Clean,-7.2550165650663985
Rootshell.v.1.0,-0.9888761639595032,shared_prefix_indirect_outcome_no_literal_label_v1,True,-0.4999949932225718,True,semantic_without_literal_labels,Rootshell.v.1.0__marker,Webshell,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:06:56.854729+00:00,Webshell,-0.4888811707369314
Rootshell.v.1.0,-0.012408203445374966,shared_prefix_indirect_outcome_no_literal_label_v1,True,5.250012808398424,False,semantic_without_literal_labels,Rootshell.v.1.0__no_marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:07:00.804972+00:00,Clean,-5.262421011843799
Rootshell.v.1.0,-3.171121597290039,shared_prefix_indirect_outcome_no_literal_label_v1,True,-3.124994862837866,False,semantic_without_literal_labels,Rootshell.v.1.0__no_marker,Webshell,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:07:04.754682+00:00,Webshell,-0.04612673445217297
Safe_Mode_Bypass,-0.007640542928129435,shared_prefix_indirect_outcome_no_literal_label_v1,True,6.625019249782781,True,semantic_without_literal_labels,Safe_Mode_Bypass__marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:07:06.875517+00:00,Clean,-6.6326597927109106
Safe_Mode_Bypass,-0.056846778839826584,shared_prefix_indirect_outcome_no_literal_label_v1,True,3.250008065221664,True,semantic_without_literal_labels,Safe_Mode_Bypass__marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:07:08.995893+00:00,Webshell,-3.3068548440614904
Safe_Mode_Bypass,-0.008161408826708794,shared_prefix_indirect_outcome_no_literal_label_v1,True,6.3750132489085445,False,semantic_without_literal_labels,Safe_Mode_Bypass__no_marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:07:11.089939+00:00,Clean,-6.383174657735253
Safe_Mode_Bypass,-0.08420554548501968,shared_prefix_indirect_outcome_no_literal_label_v1,True,2.625008068946954,False,semantic_without_literal_labels,Safe_Mode_Bypass__no_marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:07:13.187577+00:00,Webshell,-2.709213614431974
SimShell,-0.0030490122735500336,shared_prefix_indirect_outcome_no_literal_label_v1,True,8.250029686394555,True,semantic_without_literal_labels,SimShell__marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:07:15.194052+00:00,Clean,-8.253078698668105
SimShell,-0.043857354670763016,shared_prefix_indirect_outcome_no_literal_label_v1,True,3.3750049881509767,True,semantic_without_literal_labels,SimShell__marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:07:17.196701+00:00,Webshell,-3.4188623428217397
SimShell,-0.0038520910311490297,shared_prefix_indirect_outcome_no_literal_label_v1,True,7.625018157594241,False,semantic_without_literal_labels,SimShell__no_marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:07:19.192769+00:00,Clean,-7.62887024862539
SimShell,-0.12734165787696838,shared_prefix_indirect_outcome_no_literal_label_v1,True,2.1250050961843954,False,semantic_without_literal_labels,SimShell__no_marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:07:21.189354+00:00,Webshell,-2.2523467540613638
Uploader,-0.0018529404187574983,shared_prefix_indirect_outcome_no_literal_label_v1,True,8.250060724465584,True,semantic_without_literal_labels,Uploader__marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:07:22.157482+00:00,Clean,-8.251913664884341
Uploader,-0.01738242246210575,shared_prefix_indirect_outcome_no_literal_label_v1,True,4.875027736270567,True,semantic_without_literal_labels,Uploader__marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:07:23.125330+00:00,Webshell,-4.892410158732673
Uploader,-0.0037344018928706646,shared_prefix_indirect_outcome_no_literal_label_v1,True,7.500044173990318,False,semantic_without_literal_labels,Uploader__no_marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:07:24.088460+00:00,Clean,-7.503778575883189
Uploader,-0.0341954343020916,shared_prefix_indirect_outcome_no_literal_label_v1,True,4.37502299595144,False,semantic_without_literal_labels,Uploader__no_marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:07:25.051035+00:00,Webshell,-4.4092184302535316
accept_language,-0.003091320628300309,shared_prefix_indirect_outcome_no_literal_label_v1,True,7.750023737035008,True,semantic_without_literal_labels,accept_language__marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:07:25.970155+00:00,Clean,-7.753115057663308
accept_language,-0.07860668748617172,shared_prefix_indirect_outcome_no_literal_label_v1,True,2.7500070705755206,True,semantic_without_literal_labels,accept_language__marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:07:26.890583+00:00,Webshell,-2.8286137580616924
accept_language,-0.004486020188778639,shared_prefix_indirect_outcome_no_literal_label_v1,True,7.0000199715486815,False,semantic_without_literal_labels,accept_language__no_marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:07:27.805170+00:00,Clean,-7.00450599173746
accept_language,-0.1497197449207306,shared_prefix_indirect_outcome_no_literal_label_v1,True,2.000007957188245,False,semantic_without_literal_labels,accept_language__no_marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:07:28.718879+00:00,Webshell,-2.149727702108976
backupsql,-0.0024559118319302797,shared_prefix_indirect_outcome_no_literal_label_v1,True,8.250071799353464,True,semantic_without_literal_labels,backupsql__marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:07:30.556419+00:00,Clean,-8.252527711185394
backupsql,-0.4970901310443878,shared_prefix_indirect_outcome_no_literal_label_v1,True,0.5000046193490562,True,semantic_without_literal_labels,backupsql__marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:07:32.395463+00:00,Webshell,-0.997094750393444
backupsql,-0.0035976942162960768,shared_prefix_indirect_outcome_no_literal_label_v1,True,7.750053684885643,False,semantic_without_literal_labels,backupsql__no_marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:07:34.240939+00:00,Clean,-7.753651379101939
backupsql,-0.8443232774734497,shared_prefix_indirect_outcome_no_literal_label_v1,True,-0.24999547005745626,False,semantic_without_literal_labels,backupsql__no_marker,Webshell,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:07:36.087437+00:00,Webshell,-0.5943278074159934
configkillerionkros,-0.0022386270575225353,shared_prefix_indirect_outcome_no_literal_label_v1,True,7.125020031153326,True,semantic_without_literal_labels,configkillerionkros__marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:07:38.900511+00:00,Clean,-7.127258658210849
configkillerionkros,-0.07898657768964767,shared_prefix_indirect_outcome_no_literal_label_v1,True,2.6250049546242735,True,semantic_without_literal_labels,configkillerionkros__marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:07:41.712245+00:00,Webshell,-2.703991532313921
configkillerionkros,-0.0041901180520653725,shared_prefix_indirect_outcome_no_literal_label_v1,True,6.125017969705368,False,semantic_without_literal_labels,configkillerionkros__no_marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:07:44.505955+00:00,Clean,-6.1292080877574335
configkillerionkros,-0.12549756467342377,shared_prefix_indirect_outcome_no_literal_label_v1,True,2.1250068098074735,False,semantic_without_literal_labels,configkillerionkros__no_marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:07:47.299849+00:00,Webshell,-2.2505043744808972
ftpsearch,-0.0011393491877242923,shared_prefix_indirect_outcome_no_literal_label_v1,True,8.750023537160814,True,semantic_without_literal_labels,ftpsearch__marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:07:48.687149+00:00,Clean,-8.751162886348538
ftpsearch,-0.011941964738070965,shared_prefix_indirect_outcome_no_literal_label_v1,True,5.0000117467016025,True,semantic_without_literal_labels,ftpsearch__marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:07:50.073914+00:00,Webshell,-5.0119537114396735
ftpsearch,-0.003013951936736703,shared_prefix_indirect_outcome_no_literal_label_v1,True,7.500015275205442,False,semantic_without_literal_labels,ftpsearch__no_marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:07:51.457314+00:00,Clean,-7.503029227142179
ftpsearch,-0.024779928848147392,shared_prefix_indirect_outcome_no_literal_label_v1,True,4.250006185824532,False,semantic_without_literal_labels,ftpsearch__no_marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:07:52.840588+00:00,Webshell,-4.274786114672679
h4ntu_shell,-0.0007066613179631531,shared_prefix_indirect_outcome_no_literal_label_v1,True,9.000010263296645,True,semantic_without_literal_labels,h4ntu_shell__marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:07:54.422516+00:00,Clean,-9.000716924614608
h4ntu_shell,-0.05468413233757019,shared_prefix_indirect_outcome_no_literal_label_v1,True,3.0000022947763227,True,semantic_without_literal_labels,h4ntu_shell__marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:07:56.003864+00:00,Webshell,-3.054686427113893
h4ntu_shell,-0.003019181312993169,shared_prefix_indirect_outcome_no_literal_label_v1,True,7.000012787677406,False,semantic_without_literal_labels,h4ntu_shell__no_marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:07:57.575294+00:00,Clean,-7.003031968990399
h4ntu_shell,-0.23619243502616882,shared_prefix_indirect_outcome_no_literal_label_v1,True,1.3750027716121167,False,semantic_without_literal_labels,h4ntu_shell__no_marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:07:59.147370+00:00,Webshell,-1.6111952066382855
hiddens_shell,-0.012153382413089275,shared_prefix_indirect_outcome_no_literal_label_v1,True,6.375065686799644,True,semantic_without_literal_labels,hiddens_shell__marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:08:04.499697+00:00,Clean,-6.387219069212733
hiddens_shell,-0.07516437768936157,shared_prefix_indirect_outcome_no_literal_label_v1,True,3.0000444044708274,True,semantic_without_literal_labels,hiddens_shell__marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:08:09.853385+00:00,Webshell,-3.075208782160189
hiddens_shell,-0.006198941729962826,shared_prefix_indirect_outcome_no_literal_label_v1,True,7.250055610515119,False,semantic_without_literal_labels,hiddens_shell__no_marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:08:15.184538+00:00,Clean,-7.256254552245082
hiddens_shell,-0.05266530439257622,shared_prefix_indirect_outcome_no_literal_label_v1,True,3.3750423668243457,False,semantic_without_literal_labels,hiddens_shell__no_marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:08:20.516472+00:00,Webshell,-3.427707671216922
lolipop,-0.003585103200748563,shared_prefix_indirect_outcome_no_literal_label_v1,True,7.250059123045503,True,semantic_without_literal_labels,lolipop__marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:08:24.998391+00:00,Clean,-7.2536442262462515
lolipop,-0.15970946848392487,shared_prefix_indirect_outcome_no_literal_label_v1,True,1.8750206080931093,True,semantic_without_literal_labels,lolipop__marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:08:29.480180+00:00,Webshell,-2.034730076577034
lolipop,-0.009737728163599968,shared_prefix_indirect_outcome_no_literal_label_v1,True,5.500035883207602,False,semantic_without_literal_labels,lolipop__no_marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:08:33.963583+00:00,Clean,-5.509773611371202
lolipop,-0.49459293484687805,shared_prefix_indirect_outcome_no_literal_label_v1,True,0.500016540152501,False,semantic_without_literal_labels,lolipop__no_marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:08:38.446522+00:00,Webshell,-0.994609474999379
php-findsock-shell,-0.0026299909222871065,shared_prefix_indirect_outcome_no_literal_label_v1,True,7.875052931936807,True,semantic_without_literal_labels,php-findsock-shell__marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:08:39.360243+00:00,Clean,-7.877682922859094
php-findsock-shell,-0.1588703989982605,shared_prefix_indirect_outcome_no_literal_label_v1,True,1.8750156758997036,True,semantic_without_literal_labels,php-findsock-shell__marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:08:40.273732+00:00,Webshell,-2.033886074897964
php-findsock-shell,-0.004287099931389093,shared_prefix_indirect_outcome_no_literal_label_v1,True,7.1250202891242225,False,semantic_without_literal_labels,php-findsock-shell__no_marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:08:41.181794+00:00,Clean,-7.129307389055612
php-findsock-shell,-0.5494911670684814,shared_prefix_indirect_outcome_no_literal_label_v1,True,0.3750041723164941,False,semantic_without_literal_labels,php-findsock-shell__no_marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:08:42.089257+00:00,Webshell,-0.9244953393849755
php-reverse-shell,-0.005023476667702198,shared_prefix_indirect_outcome_no_literal_label_v1,True,6.375020983408831,True,semantic_without_literal_labels,php-reverse-shell__marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:08:43.493329+00:00,Clean,-6.380044460076533
php-reverse-shell,-0.48799797892570496,shared_prefix_indirect_outcome_no_literal_label_v1,True,0.5000042021188165,True,semantic_without_literal_labels,php-reverse-shell__marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:08:44.897836+00:00,Webshell,-0.9880021810445214
php-reverse-shell,-0.013293680734932423,shared_prefix_indirect_outcome_no_literal_label_v1,True,5.000016632353436,False,semantic_without_literal_labels,php-reverse-shell__no_marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:08:46.293111+00:00,Clean,-5.013310313088368
php-reverse-shell,-0.9089919328689575,shared_prefix_indirect_outcome_no_literal_label_v1,True,-0.3749973773990405,False,semantic_without_literal_labels,php-reverse-shell__no_marker,Webshell,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:08:47.690597+00:00,Webshell,-0.533994555469917
php-web-shell,-0.001725019421428442,shared_prefix_indirect_outcome_no_literal_label_v1,True,8.375018893100787,True,semantic_without_literal_labels,php-web-shell__marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:08:48.891299+00:00,Clean,-8.376743912522215
php-web-shell,-0.05248942971229553,shared_prefix_indirect_outcome_no_literal_label_v1,True,3.1250048577671805,True,semantic_without_literal_labels,php-web-shell__marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:08:50.094306+00:00,Webshell,-3.177494287479476
php-web-shell,-0.0018742390675470233,shared_prefix_indirect_outcome_no_literal_label_v1,True,8.750016300919015,False,semantic_without_literal_labels,php-web-shell__no_marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:08:51.286633+00:00,Clean,-8.751890539986562
php-web-shell,-0.02837037295103073,shared_prefix_indirect_outcome_no_literal_label_v1,True,3.8750070407741077,False,semantic_without_literal_labels,php-web-shell__no_marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:08:52.480689+00:00,Webshell,-3.9033774137251385
pws,-0.0027045360766351223,shared_prefix_indirect_outcome_no_literal_label_v1,True,7.750041091439925,True,semantic_without_literal_labels,pws__marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:08:53.531466+00:00,Clean,-7.7527456275165605
pws,-0.6500211954116821,shared_prefix_indirect_outcome_no_literal_label_v1,True,0.12501120561046264,True,semantic_without_literal_labels,pws__marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:08:54.583421+00:00,Webshell,-0.7750324010221448
pws,-0.004086359404027462,shared_prefix_indirect_outcome_no_literal_label_v1,True,6.875030294537282,False,semantic_without_literal_labels,pws__no_marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:08:55.630451+00:00,Clean,-6.87911665394131
pws,-0.9864620566368103,shared_prefix_indirect_outcome_no_literal_label_v1,True,-0.49999213221781247,False,semantic_without_literal_labels,pws__no_marker,Webshell,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:08:56.677685+00:00,Webshell,-0.48646992441899783
qsd-backdoor,-0.003499338636174798,shared_prefix_indirect_outcome_no_literal_label_v1,True,7.375038673126255,True,semantic_without_literal_labels,qsd-backdoor__marker,Clean,shared_scaffold_label_suffix_prefix_causal_v2,2026-07-27T15:09:00.852731+00:00,Clean,-7.37853801176243
